text,symptoms
"skin_rash,pus_filled_pimples,blackheads,scurring","['skin rash', 'pus filled pimples', 'blackheads', 'scurring']"
"Male reproductive system       Open pop-up dialog box          Close    Male reproductive system   Male reproductive system The male reproductive system makes, stores and moves sperm. Testicles produce sperm. Fluid from the seminal vesicles and prostate gland combine with sperm to make semen. The penis ejaculates semen during sexual intercourse.               Male reproductive system       Open pop-up dialog box           Male reproductive system       Open pop-up dialog box  Open pop-up dialog box       Close    Male reproductive system   Male reproductive system The male reproductive system makes, stores and moves sperm. Testicles produce sperm. Fluid from the seminal vesicles and prostate gland combine with sperm to make semen. The penis ejaculates semen during sexual intercourse.          Close    Male reproductive system   Male reproductive system The male reproductive system makes, stores and moves sperm. Testicles produce sperm. Fluid from the seminal vesicles and prostate gland combine with sperm to make semen. The penis ejaculates semen during sexual intercourse.        Close    Male reproductive system   Male reproductive system The male reproductive system makes, stores and moves sperm. Testicles produce sperm. Fluid from the seminal vesicles and prostate gland combine with sperm to make semen. The penis ejaculates semen during sexual intercourse.     Close    Close  Close Male reproductive system   Male reproductive system The male reproductive system makes, stores and moves sperm. Testicles produce sperm. Fluid from the seminal vesicles and prostate gland combine with sperm to make semen. The penis ejaculates semen during sexual intercourse.  Male reproductive system The male reproductive system makes, stores and moves sperm. Testicles produce sperm. Fluid from the seminal vesicles and prostate gland combine with sperm to make semen. The penis ejaculates semen during sexual intercourse. The male reproductive system makes, stores and moves sperm. Testicles produce sperm. Fluid from the seminal vesicles and prostate gland combine with sperm to make semen. The penis ejaculates semen during sexual intercourse. Signs and symptoms of scrotal masses vary depending on the abnormality. Signs and symptoms might include:  An unusual lump   Sudden pain   A dull aching pain or feeling of heaviness in the scrotum   Pain that radiates throughout the groin, abdomen or lower back   Tender, swollen or hardened testicle   Tender, swollen or hardened epididymis (ep-ih-DID-uh-miss), the soft, comma-shaped tube above and behind the testicle that stores and transports sperm   Swelling in the scrotum   Redness of the skin of the scrotum   Nausea or vomiting   If the cause of a scrotal mass is an infection, signs and symptoms also might include: Fever   Urinary frequency   Pus or blood in the urine  When to see a doctor Seek emergency medical care if you develop sudden pain in your scrotum. Some conditions require prompt treatment to avoid permanent damage to a testicle. See your doctor if you detect a lump in your scrotum, even if it's not painful or tender, or if you experience other symptoms of a scrotal mass. Some scrotal masses are more common in children. See your doctor if your child experiences symptoms of a scrotal mass, if you have any concerns about the development of the genitals or if a testicle is “missing” — an undescended or retractile testicle, which might increase the risk of some scrotal masses later in life.","['           male reproductive system       open pop-up dialog box          close    male reproductive system   male reproductive system male reproductive system makes', ' stores moves sperm', ' testicles produce sperm', ' fluid seminal vesicles prostate gland combine sperm semen', ' penis ejaculates semen sexual intercourse', '               male reproductive system       open pop-up dialog box           male reproductive system       open pop-up dialog box  open pop-up dialog box       close    male reproductive system   male reproductive system male reproductive system makes', ' stores moves sperm', ' testicles produce sperm', ' fluid seminal vesicles prostate gland combine sperm semen', ' penis ejaculates semen sexual intercourse', '          close    male reproductive system   male reproductive system male reproductive system makes', ' stores moves sperm', ' testicles produce sperm', ' fluid seminal vesicles prostate gland combine sperm semen', ' penis ejaculates semen sexual intercourse', '        close    male reproductive system   male reproductive system male reproductive system makes', ' stores moves sperm', ' testicles produce sperm', ' fluid seminal vesicles prostate gland combine sperm semen', ' penis ejaculates semen sexual intercourse', '     close    close  close male reproductive system   male reproductive system male reproductive system makes', ' stores moves sperm', ' testicles produce sperm', ' fluid seminal vesicles prostate gland combine sperm semen', ' penis ejaculates semen sexual intercourse', '  male reproductive system male reproductive system makes', ' stores moves sperm', ' testicles produce sperm', ' fluid seminal vesicles prostate gland combine sperm semen', ' penis ejaculates semen sexual intercourse', ' male reproductive system makes', ' stores moves sperm', ' testicles produce sperm', ' fluid seminal vesicles prostate gland combine sperm semen', ' penis ejaculates semen sexual intercourse', ' signs symptoms scrotal masses vary depending abnormality', ' signs symptoms include:  unusual lump   sudden pain   dull aching pain feeling heaviness scrotum   pain radiates groin', ' abdomen lower back   tender', ' swollen hardened testicle   tender', ' swollen hardened epididymis (ep-ih-did-uh-miss)', ' soft', ' comma-shaped tube testicle stores transports sperm   swelling scrotum   redness skin scrotum   nausea vomiting   cause scrotal mass infection', ' signs symptoms include: fever   urinary frequency   pus blood urine  see doctor seek emergency medical care develop sudden pain scrotum', ' conditions require prompt treatment avoid permanent damage testicle', ' see doctor detect lump scrotum', "" it's painful tender"", ' experience symptoms scrotal mass', ' scrotal masses common children', ' see doctor child experiences symptoms scrotal mass', ' concerns development genitals testicle “missing” — undescended retractile testicle', ' increase risk scrotal masses later life']"
"headache,nausea,spinning_movements,loss_of_balance,unsteadiness","['headache', 'nausea', 'spinning movements', 'loss of balance', 'unsteadiness']"
"headache,weakness_of_one_body_side,altered_sensorium","['headache', 'weakness of one body side', 'altered sensorium']"
"headache,chest_pain,dizziness,loss_of_balance","['headache', 'chest pain', 'dizziness', 'loss of balance']"
"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","['itching', 'vomiting', 'fatigue', 'weight loss', 'high fever', 'yellowish skin', 'dark urine', 'abdominal pain']"
I have a burning sensation in my stomach and I have to use antacids to get rid of it. I have lost weight and I have a hard time gaining it back.,"['burning sensation stomach antacids rid it', ' lost weight hard time gaining back']"
"A chronic cough can occur with other signs and symptoms, which may include:  A runny or stuffy nose A feeling of liquid running down the back of your throat (postnasal drip) Frequent throat clearing and sore throat Hoarseness Wheezing and shortness of breath Heartburn or a sour taste in your mouth In rare cases, coughing up blood","['chronic cough can occur signs symptoms', ' may include:  runny stuffy nose feeling liquid running down back throat (postnasal drip) frequent throat clearing sore throat hoarseness wheezing shortness breath heartburn sour taste mouth rare cases', ' coughing blood ']"
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination","['itching', 'skin rash', 'stomach pain', 'burning micturition', 'spotting  urination']"
"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf","['fatigue', 'cramps', 'bruising', 'obesity', 'swollen legs', 'swollen blood vessels', 'prominent veins on calf']"
"Finger length in Marfan syndrome       Open pop-up dialog box          Close    Finger length in Marfan syndrome   Finger length in Marfan syndrome People who have Marfan syndrome typically have especially long fingers. It's common for their thumbs to extend far beyond the edge of their hands when they make a fist.               Finger length in Marfan syndrome       Open pop-up dialog box           Finger length in Marfan syndrome       Open pop-up dialog box  Open pop-up dialog box       Close    Finger length in Marfan syndrome   Finger length in Marfan syndrome People who have Marfan syndrome typically have especially long fingers. It's common for their thumbs to extend far beyond the edge of their hands when they make a fist.          Close    Finger length in Marfan syndrome   Finger length in Marfan syndrome People who have Marfan syndrome typically have especially long fingers. It's common for their thumbs to extend far beyond the edge of their hands when they make a fist.        Close    Finger length in Marfan syndrome   Finger length in Marfan syndrome People who have Marfan syndrome typically have especially long fingers. It's common for their thumbs to extend far beyond the edge of their hands when they make a fist.     Close    Close  Close Finger length in Marfan syndrome   Finger length in Marfan syndrome People who have Marfan syndrome typically have especially long fingers. It's common for their thumbs to extend far beyond the edge of their hands when they make a fist.  Finger length in Marfan syndrome People who have Marfan syndrome typically have especially long fingers. It's common for their thumbs to extend far beyond the edge of their hands when they make a fist. People who have Marfan syndrome typically have especially long fingers. It's common for their thumbs to extend far beyond the edge of their hands when they make a fist.            Longer arms in Marfan syndrome       Open pop-up dialog box          Close    Longer arms in Marfan syndrome   Longer arms in Marfan syndrome Marfan syndrome is a genetic disorder that causes people to have unusually long arms, legs and fingers. Your doctor may want to measure your arm span if he or she thinks you might have the disorder.               Longer arms in Marfan syndrome       Open pop-up dialog box           Longer arms in Marfan syndrome       Open pop-up dialog box  Open pop-up dialog box       Close    Longer arms in Marfan syndrome   Longer arms in Marfan syndrome Marfan syndrome is a genetic disorder that causes people to have unusually long arms, legs and fingers. Your doctor may want to measure your arm span if he or she thinks you might have the disorder.          Close    Longer arms in Marfan syndrome   Longer arms in Marfan syndrome Marfan syndrome is a genetic disorder that causes people to have unusually long arms, legs and fingers. Your doctor may want to measure your arm span if he or she thinks you might have the disorder.        Close    Longer arms in Marfan syndrome   Longer arms in Marfan syndrome Marfan syndrome is a genetic disorder that causes people to have unusually long arms, legs and fingers. Your doctor may want to measure your arm span if he or she thinks you might have the disorder.     Close    Close  Close Longer arms in Marfan syndrome   Longer arms in Marfan syndrome Marfan syndrome is a genetic disorder that causes people to have unusually long arms, legs and fingers. Your doctor may want to measure your arm span if he or she thinks you might have the disorder.  Longer arms in Marfan syndrome Marfan syndrome is a genetic disorder that causes people to have unusually long arms, legs and fingers. Your doctor may want to measure your arm span if he or she thinks you might have the disorder. Marfan syndrome is a genetic disorder that causes people to have unusually long arms, legs and fingers. Your doctor may want to measure your arm span if he or she thinks you might have the disorder. The signs and symptoms of Marfan syndrome can vary greatly, even among members of the same family, because the disorder can affect so many different areas of the body. Some people experience only mild effects, but others develop life-threatening complications. Marfan syndrome features may include:  Tall and slender build Disproportionately long arms, legs and fingers A breastbone that protrudes outward or dips inward A high, arched palate and crowded teeth Heart murmurs Extreme nearsightedness An abnormally curved spine Flat feet","['           finger length marfan syndrome       open pop-up dialog box          close    finger length marfan syndrome   finger length marfan syndrome people who marfan syndrome typically especially long fingers', "" it's common thumbs extend far edge hands fist"", '               finger length marfan syndrome       open pop-up dialog box           finger length marfan syndrome       open pop-up dialog box  open pop-up dialog box       close    finger length marfan syndrome   finger length marfan syndrome people who marfan syndrome typically especially long fingers', "" it's common thumbs extend far edge hands fist"", '          close    finger length marfan syndrome   finger length marfan syndrome people who marfan syndrome typically especially long fingers', "" it's common thumbs extend far edge hands fist"", '        close    finger length marfan syndrome   finger length marfan syndrome people who marfan syndrome typically especially long fingers', "" it's common thumbs extend far edge hands fist"", '     close    close  close finger length marfan syndrome   finger length marfan syndrome people who marfan syndrome typically especially long fingers', "" it's common thumbs extend far edge hands fist"", '  finger length marfan syndrome people who marfan syndrome typically especially long fingers', "" it's common thumbs extend far edge hands fist"", ' people who marfan syndrome typically especially long fingers', "" it's common thumbs extend far edge hands fist"", '            longer arms marfan syndrome       open pop-up dialog box          close    longer arms marfan syndrome   longer arms marfan syndrome marfan syndrome genetic disorder causes people unusually long arms', ' legs fingers', ' doctor may want measure arm span thinks disorder', '               longer arms marfan syndrome       open pop-up dialog box           longer arms marfan syndrome       open pop-up dialog box  open pop-up dialog box       close    longer arms marfan syndrome   longer arms marfan syndrome marfan syndrome genetic disorder causes people unusually long arms', ' legs fingers', ' doctor may want measure arm span thinks disorder', '          close    longer arms marfan syndrome   longer arms marfan syndrome marfan syndrome genetic disorder causes people unusually long arms', ' legs fingers', ' doctor may want measure arm span thinks disorder', '        close    longer arms marfan syndrome   longer arms marfan syndrome marfan syndrome genetic disorder causes people unusually long arms', ' legs fingers', ' doctor may want measure arm span thinks disorder', '     close    close  close longer arms marfan syndrome   longer arms marfan syndrome marfan syndrome genetic disorder causes people unusually long arms', ' legs fingers', ' doctor may want measure arm span thinks disorder', '  longer arms marfan syndrome marfan syndrome genetic disorder causes people unusually long arms', ' legs fingers', ' doctor may want measure arm span thinks disorder', ' marfan syndrome genetic disorder causes people unusually long arms', ' legs fingers', ' doctor may want measure arm span thinks disorder', ' signs symptoms marfan syndrome can vary greatly', ' members family', ' disorder can affect areas body', ' people experience only mild effects', ' develop life-threatening complications', ' marfan syndrome features may include:  tall slender build disproportionately long arms', ' legs fingers breastbone protrudes outward dips high', ' arched palate crowded teeth heart murmurs extreme nearsightedness abnormally curved spine flat feet ']"
"Signs and symptoms will vary, depending on the severity of the injury, and may include:  Pain or tenderness Redness or bruising Limited motion Muscle spasms Swelling Muscle weakness  When to see the doctor Mild strains can be treated at home. See a doctor if your symptoms worsen despite treatment — especially if your pain becomes intolerable, or you experience numbness or tingling. Causes Acute strains can be caused by one event, such as using poor body mechanics to lift something heavy. Chronic muscle strains can result from repetitive injuries when you stress a muscle by doing the same motion over and over. Risk factors Participating in contact sports — such as soccer, football, hockey, boxing and wrestling — can increase your risk of muscle strains. Certain parts of the body are more susceptible to strains during participation in certain sports. Examples include:  Legs and ankles. Sports that feature quick starts and jumping, such as hurdling and basketball, can be particularly tough on the Achilles tendon in your ankle. Hands. Gripping sports, such as gymnastics or golf, can increase your risk of muscle strains in your hands. Elbows. Elbow strains are often caused by throwing sports and racquet sports.  Prevention Regular stretching and strengthening exercises for your sport, fitness or work activity, as part of an overall physical conditioning program, can help to minimize your risk of muscle strains. Try to be in shape to play your sport; don't play your sport to get in shape. If you have a physically demanding occupation, regular conditioning can help prevent injuries.                  By Mayo Clinic Staff By Mayo Clinic Staff Request an appointment Request an appointment   Diagnosis & treatment Diagnosis & treatment Diagnosis & treatment       Oct. 11, 2022   Print Print  Share on: FacebookTwitter Facebook Twitter Show references Sprains and strains. National Institute of Arthritis and Musculoskeletal and Skin Diseases. https://www.niams.nih.gov/health-topics/sprains-and-strains/advanced. Accessed April 27, 2018. Walls RM, et al., eds. General principles of orthopedic injuries. In: Rosen's Emergency Medicine: Concepts and Clinical Practice. 9th ed. Philadelphia, Pa.: Elsevier; 2018. https://www.clinicalkey.com. Accessed April 27, 2018. Safran MR, et al. Strain. In: Instructions for Sports Medicine Patients. 2nd ed. Philadelphia, Pa.: Elsevier Saunders; 2012. https://www.clinicalkey.com. Accessed April 27, 2018. Sprains, strains and other soft-tissue injuries. American Academy of Orthopaedic Surgeons. https://orthoinfo.aaos.org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries. Accessed April 27, 2018.  Show references  Sprains and strains. National Institute of Arthritis and Musculoskeletal and Skin Diseases. https://www.niams.nih.gov/health-topics/sprains-and-strains/advanced. Accessed April 27, 2018. Walls RM, et al., eds. General principles of orthopedic injuries. In: Rosen's Emergency Medicine: Concepts and Clinical Practice. 9th ed. Philadelphia, Pa.: Elsevier; 2018. https://www.clinicalkey.com. Accessed April 27, 2018. Safran MR, et al. Strain. In: Instructions for Sports Medicine Patients. 2nd ed. Philadelphia, Pa.: Elsevier Saunders; 2012. https://www.clinicalkey.com. Accessed April 27, 2018. Sprains, strains and other soft-tissue injuries. American Academy of Orthopaedic Surgeons. https://orthoinfo.aaos.org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries. Accessed April 27, 2018.   Sprains and strains. National Institute of Arthritis and Musculoskeletal and Skin Diseases. https://www.niams.nih.gov/health-topics/sprains-and-strains/advanced. Accessed April 27, 2018. Walls RM, et al., eds. General principles of orthopedic injuries. In: Rosen's Emergency Medicine: Concepts and Clinical Practice. 9th ed. Philadelphia, Pa.: Elsevier; 2018. https://www.clinicalkey.com. Accessed April 27, 2018. Safran MR, et al. Strain. In: Instructions for Sports Medicine Patients. 2nd ed. Philadelphia, Pa.: Elsevier Saunders; 2012. https://www.clinicalkey.com. Accessed April 27, 2018. Sprains, strains and other soft-tissue injuries. American Academy of Orthopaedic Surgeons. https://orthoinfo.aaos.org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries. Accessed April 27, 2018.  Sprains and strains. National Institute of Arthritis and Musculoskeletal and Skin Diseases. https://www.niams.nih.gov/health-topics/sprains-and-strains/advanced. Accessed April 27, 2018. Walls RM, et al., eds. General principles of orthopedic injuries. In: Rosen's Emergency Medicine: Concepts and Clinical Practice. 9th ed. Philadelphia, Pa.: Elsevier; 2018. https://www.clinicalkey.com. Accessed April 27, 2018. Safran MR, et al. Strain. In: Instructions for Sports Medicine Patients. 2nd ed. Philadelphia, Pa.: Elsevier Saunders; 2012. https://www.clinicalkey.com. Accessed April 27, 2018. Sprains, strains and other soft-tissue injuries. American Academy of Orthopaedic Surgeons. https://orthoinfo.aaos.org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries. Accessed April 27, 2018.  Related  Associated Procedures   Ultrasound     Products & Services   Book: Mayo Clinic Book of Home Remedies     Related  Associated Procedures   Ultrasound    Associated Procedures   Ultrasound","['signs symptoms will vary', ' depending severity injury', ' may include:  pain tenderness redness bruising limited motion muscle spasms swelling muscle weakness  see doctor mild strains can treated home', ' see doctor symptoms worsen treatment — especially pain intolerable', ' experience numbness tingling', ' causes acute strains can caused event', ' using poor body mechanics lift heavy', ' chronic muscle strains can result repetitive injuries stress muscle motion over', ' risk factors participating contact sports — soccer', ' football', ' hockey', ' boxing wrestling — can increase risk muscle strains', ' parts body susceptible strains participation sports', ' examples include:  legs ankles', ' sports feature quick starts jumping', ' hurdling basketball', ' can tough achilles tendon ankle', ' hands', ' gripping sports', ' gymnastics golf', ' can increase risk muscle strains hands', ' elbows', ' elbow strains caused throwing sports racquet sports', '  prevention regular stretching strengthening exercises sport', ' fitness work activity', ' part physical conditioning program', ' can help minimize risk muscle strains', "" try shape play sport; don't play sport shape"", ' physically demanding occupation', ' regular conditioning can help prevent injuries', '                  mayo clinic staff mayo clinic staff request appointment request appointment   diagnosis & treatment diagnosis & treatment diagnosis & treatment       oct', ' 11', ' 2022   print print  share on: facebooktwitter facebook twitter show references sprains strains', ' national institute arthritis musculoskeletal skin diseases', ' https://www', 'niams', 'nih', 'gov/health-topics/sprains-and-strains/advanced', ' accessed april 27', ' 2018', ' walls rm', ' al', ' eds', ' general principles orthopedic injuries', "" in: rosen's emergency medicine: concepts clinical practice"", ' 9th ed', ' philadelphia', ' pa', ': elsevier; 2018', ' https://www', 'clinicalkey', 'com', ' accessed april 27', ' 2018', ' safran mr', ' al', ' strain', ' in: instructions sports medicine patients', ' 2nd ed', ' philadelphia', ' pa', ': elsevier saunders; 2012', ' https://www', 'clinicalkey', 'com', ' accessed april 27', ' 2018', ' sprains', ' strains soft-tissue injuries', ' american academy orthopaedic surgeons', ' https://orthoinfo', 'aaos', 'org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries', ' accessed april 27', ' 2018', '  show references  sprains strains', ' national institute arthritis musculoskeletal skin diseases', ' https://www', 'niams', 'nih', 'gov/health-topics/sprains-and-strains/advanced', ' accessed april 27', ' 2018', ' walls rm', ' al', ' eds', ' general principles orthopedic injuries', "" in: rosen's emergency medicine: concepts clinical practice"", ' 9th ed', ' philadelphia', ' pa', ': elsevier; 2018', ' https://www', 'clinicalkey', 'com', ' accessed april 27', ' 2018', ' safran mr', ' al', ' strain', ' in: instructions sports medicine patients', ' 2nd ed', ' philadelphia', ' pa', ': elsevier saunders; 2012', ' https://www', 'clinicalkey', 'com', ' accessed april 27', ' 2018', ' sprains', ' strains soft-tissue injuries', ' american academy orthopaedic surgeons', ' https://orthoinfo', 'aaos', 'org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries', ' accessed april 27', ' 2018', '   sprains strains', ' national institute arthritis musculoskeletal skin diseases', ' https://www', 'niams', 'nih', 'gov/health-topics/sprains-and-strains/advanced', ' accessed april 27', ' 2018', ' walls rm', ' al', ' eds', ' general principles orthopedic injuries', "" in: rosen's emergency medicine: concepts clinical practice"", ' 9th ed', ' philadelphia', ' pa', ': elsevier; 2018', ' https://www', 'clinicalkey', 'com', ' accessed april 27', ' 2018', ' safran mr', ' al', ' strain', ' in: instructions sports medicine patients', ' 2nd ed', ' philadelphia', ' pa', ': elsevier saunders; 2012', ' https://www', 'clinicalkey', 'com', ' accessed april 27', ' 2018', ' sprains', ' strains soft-tissue injuries', ' american academy orthopaedic surgeons', ' https://orthoinfo', 'aaos', 'org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries', ' accessed april 27', ' 2018', '  sprains strains', ' national institute arthritis musculoskeletal skin diseases', ' https://www', 'niams', 'nih', 'gov/health-topics/sprains-and-strains/advanced', ' accessed april 27', ' 2018', ' walls rm', ' al', ' eds', ' general principles orthopedic injuries', "" in: rosen's emergency medicine: concepts clinical practice"", ' 9th ed', ' philadelphia', ' pa', ': elsevier; 2018', ' https://www', 'clinicalkey', 'com', ' accessed april 27', ' 2018', ' safran mr', ' al', ' strain', ' in: instructions sports medicine patients', ' 2nd ed', ' philadelphia', ' pa', ': elsevier saunders; 2012', ' https://www', 'clinicalkey', 'com', ' accessed april 27', ' 2018', ' sprains', ' strains soft-tissue injuries', ' american academy orthopaedic surgeons', ' https://orthoinfo', 'aaos', 'org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries', ' accessed april 27', ' 2018', '   associated procedures   ultrasound     products & services   book: mayo clinic book home remedies      associated procedures   ultrasound    associated procedures   ultrasound  ']"
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","['joint pain', 'vomiting', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'diarrhoea', 'mild fever', 'yellowing of eyes', 'muscle pain']"
"patches_in_throat,high_fever,extra_marital_contacts","['patches in throat', 'high fever', 'extra marital contacts']"
"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","['vomiting', 'indigestion', 'loss of appetite', 'abdominal pain', 'passage of gases', 'internal itching']"
"skin_rash,nodal_skin_eruptions,dischromic__patches","['skin rash', 'nodal skin eruptions', 'dischromic  patches']"
I've been having pain in my calves for a while now. It's worse when I stand or walk for long periods of time. My legs have also started to swell and I can see some blood vessels that are quite noticeable.,"[""i've pain calves now"", "" it's worse stand walk long periods time"", ' legs started swell can see blood vessels noticeable']"
"I have been having a lot of skin problems lately. I have red, scaly patches on my skin that are itchy and painful.","['skin problems lately', ' red', ' scaly patches skin itchy painful']"
"skin_rash,high_fever,blister,yellow_crust_ooze","['skin rash', 'high fever', 'blister', 'yellow crust ooze']"
"skin_rash,pus_filled_pimples,blackheads,scurring","['skin rash', 'pus filled pimples', 'blackheads', 'scurring']"
"fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation","['fatigue', 'mood swings', 'weight loss', 'sweating', 'diarrhoea', 'fast heart rate', 'excessive hunger', 'muscle weakness', 'irritability', 'abnormal menstruation']"
"fatigue,cough,breathlessness,family_history,mucoid_sputum","['fatigue', 'cough', 'breathlessness', 'family history', 'mucoid sputum']"
"vomiting,headache,weakness_of_one_body_side,altered_sensorium","['vomiting', 'headache', 'weakness of one body side', 'altered sensorium']"
"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","['chills', 'vomiting', 'fatigue', 'weight loss', 'cough', 'high fever', 'breathlessness', 'sweating', 'loss of appetite', 'mild fever', 'yellowing of eyes', 'swelled lymph nodes', 'malaise', 'phlegm', 'chest pain', 'blood in sputum']"
"I have been having trouble with my vision, seeing things as distorted and experiencing visual disturbances. I have also been experiencing headaches.","['trouble vision', ' seeing distorted experiencing visual disturbances', ' experiencing headaches']"
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","['back pain', 'weakness in limbs', 'neck pain', 'dizziness', 'loss of balance']"
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","['joint pain', 'vomiting', 'fatigue', 'high fever', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes', 'acute liver failure', 'coma', 'stomach bleeding']"
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","['itching', 'fatigue', 'lethargy', 'yellowish skin', 'dark urine', 'loss of appetite', 'abdominal pain', 'yellow urine', 'yellowing of eyes', 'malaise', 'receiving blood transfusion', 'receiving unsterile injections']"
"chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","['chills', 'fatigue', 'high fever', 'breathlessness', 'sweating', 'malaise', 'phlegm', 'chest pain', 'fast heart rate', 'rusty sputum']"
"I have a runny nose and sneeze a lot. My eyes are sore and watery, and I have a hoarse voice. My head hurts all the time.","['runny nose sneeze lot', ' eyes sore watery', ' hoarse voice', ' head hurts time']"
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","['joint pain', 'vomiting', 'yellowish skin', 'dark urine', 'nausea', 'abdominal pain', 'diarrhoea', 'mild fever', 'yellowing of eyes', 'muscle pain']"
"vomiting,sunken_eyes,dehydration,diarrhoea","['vomiting', 'sunken eyes', 'dehydration', 'diarrhoea']"
I have pain in my pelvic area and I vomit a lot. Sometimes there is blood in my pee and it smells really bad. I also get headaches and have trouble sleeping.,"['pain pelvic area vomit lot', ' blood pee smells bad', ' headaches trouble sleeping']"
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations","['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurred and distorted vision', 'excessive hunger', 'drying and tingling lips', 'slurred speech', 'irritability', 'palpitations']"
"itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","['itching', 'fatigue', 'lethargy', 'dark urine', 'loss of appetite', 'abdominal pain', 'yellow urine', 'yellowing of eyes', 'malaise', 'receiving blood transfusion', 'receiving unsterile injections']"
